Track URI,Track Name,Artist Name(s),Album Name,Genres,Tempo,Energy,Valence,Danceability,Duration (ms),Source
spotify:track:4yffABDkB5A9flvr9vQFck,Howlin' for You,The Black Keys,Brothers (Deluxe Remastered Anniversary Edition),"blues rock,garage rock,blues modern,rock",132.921,0.747,0.38,0.725,191956,Pure_Rock_&_Roll
spotify:track:2nH2V5slMhpIsWWl0XrNUO,Bailando - Discoteca Drums Mix,Paradisio;Marisa;DJ Patrick Samoy,The Hottest Summer Tracks (20TH Anniversary Deejays Full Length Versions),"eurodance,europop,bossa nova,zouk,seresta",132.95,0.93,0.842,0.669,410533,Cycling_Energy_Mix
spotify:track:2ItOo66xuIaj638koUqPJd,Get a Way - Club Mix,Maxx,Get a Way (All Mixes),"eurodance,europop",132.958,0.918,0.816,0.82,337800,Cycling_Energy_Mix
spotify:track:5aIfLbdgkbH7NbQryd1poB,Samba de Janeiro,Bellini,Samba de Janeiro,,132.967,0.975,0.969,0.655,168444,Cycling_Energy_Mix
spotify:track:04zrPERrSO4CfyargthKJ9,Bla Bla Bla,Gigi D'Agostino,L'Amour Toujours,"italo dance,eurodance",132.975,0.833,0.961,0.821,255546,Cycling_Energy_Mix
spotify:track:2goLsvvODILDzeeiT4dAoR,Believe,Cher,Believe,,132.975,0.917,0.459,0.652,239026,Mix_de_Gigi_D'Agostino
spotify:track:5qF64CXSuIl3PZvW660aXg,Bla Bla Bla,Gigi D'Agostino,The Essential Gigi D\'Agostino,"italo dance,eurodance",132.977,0.824,0.963,0.811,256133,trainingpeaks_virtual
spotify:track:7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,Ava Max,Heaven & Hell,,133.002,0.706,0.62,0.72,187436,Radio_Imagine_Dragons
spotify:track:1dxLYXCbQ7siwdXI4IPrWw,Water Verve (Mixed) - DJ Quicksilver Remix,Mark Van Dale;Enrico;DJ Quicksilver,Trance Top 1000 - Mini Mix 010,"trance,holandesa,eurodance",133.346,0.891,0.79,0.714,100874,Mix_de_Gigi_D'Agostino
spotify:track:52UWtKlYjZO3dHoRlWuz9S,Thunderstruck,AC/DC,Iron Man 2,"rock,hard rock,rock clásico,rock and roll",133.474,0.892,0.231,0.495,293793,Pure_Rock_&_Roll
spotify:track:57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,The Razors Edge,"rock,hard rock,rock clásico,rock and roll",133.52,0.89,0.259,0.502,292333,Rock_Classics
spotify:track:5p6XlfhEp2EyjRkwSca8MK,A-Ba-Ni-Bi,El Chaval De La Peca,El Chaval De La Peca,,133.674,0.923,0.895,0.645,172973,"Pachangueo_80,_90_y_00"
spotify:track:0nw4GKKBab2VEPqEWCMOx2,Sweet Dreams - Radio Version,La Bouche,Sweet Dreams,"eurodance,europop",133.716,0.847,0.859,0.646,204240,Mix_de_Gigi_D'Agostino
spotify:track:5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,The Clash,London Calling (Remastered),punk,133.769,0.801,0.776,0.651,199703,Rock_Classics
spotify:track:669cOBjpY4Y5O98Nmk6139,Surrender,Cheap Trick,The Essential Cheap Trick,"power pop,aor,rock clásico,glam rock",133.828,0.953,0.869,0.524,253826,Rock_Classics
spotify:track:1aeQQ1Sv8hUwJ1y8zvVRm1,Super (Riscaldamento),Gigi D'Agostino;Albertino,Super,"italo dance,eurodance",133.986,0.919,0.573,0.829,239053,Mix_de_Gigi_D'Agostino
spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),Avicii;Sandro Cavazza,AVĪCI (01),edm,133.993,0.858,0.295,0.662,181672,This_Is_Avicii
spotify:track:4B9FEh5bdfySN9wlTXHqJK,Super (Riscaldamento),Gigi D'Agostino & Albertino;Albertino,Super,italo dance,133.993,0.914,0.562,0.828,239053,trainingpeaks_virtual
spotify:track:3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,Chosen,,134.002,0.8,0.589,0.714,211560,Mix_de_rock
spotify:track:3EYOJ48Et32uATr9ZmLnAo,Roxanne,The Police,Outlandos D'Amour (Remastered 2003),,134.114,0.748,0.663,0.618,191946,Rock_Classics
spotify:track:0jWgAnTrNZmOGmqgvHhZEm,What's Up?,4 Non Blondes,"Bigger, Better, Faster, More !",,134.358,0.564,0.454,0.565,295533,Mix_de_rock
spotify:track:5Z8EDau8uNcP1E8JvmfkZe,School's Out,Alice Cooper,School's Out,"glam rock,hard rock,glam metal,protopunk,rock clásico",134.364,0.745,0.347,0.294,210106,Rock_Classics
spotify:track:0M5VXinuVGeuyMT0AyooZK,Won't Get Fooled Again - Remastered 2022,The Who,Who's Next (Remastered 2022),"rock clásico,rock",134.717,0.884,0.28,0.675,514373,Rock_Classics
spotify:track:2ZKm0cv6n9G0u0mNNadw8V,Heartbreak Melody,Alan Walker;FAANGS,Heartbreak Melody,,134.782,0.759,0.158,0.638,191830,This_Is_Alan_Walker
spotify:track:3YB6nCSuFqNiqOvPtAPK9X,Be My Lover,La Bouche,Sweet Dreams,"eurodance,europop",134.804,0.841,0.809,0.673,241133,Cycling_Energy_Mix
spotify:track:3CisGh5CyKBDnGtjmsszSo,Butterfly,SMiLE.dk,Smile,"europop,eurodance",134.909,0.985,0.776,0.703,177453,Cycling_Energy_Mix
spotify:track:6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Imagine Dragons,Evolve,,134.948,0.655,0.555,0.672,201240,Radio_Imagine_Dragons
spotify:track:6hKi0TR2wj6L9kyTLgfgFz,Scare Me (feat. Karra),LUM!X;KSHMR;Gabry Ponte;Karra,Scare Me (feat. Karra),"slap house,melbourne bounce,big room,edm,electrónica,italo dance",134.97,0.879,0.302,0.715,142222,Cycling_Energy_Mix
spotify:track:7kbTZWt7DnzIzbkyzFE1PW,For A Better Day,Avicii,Stories,edm,135.002,0.843,0.317,0.639,206066,This_Is_Avicii
spotify:track:6mnu1V8wlR473pMxUrNQUT,Discotek People - Raga Edit,Molella,My Space (10Th Anniversary) (Pop Oriented),"italo dance,eurodance",135.004,0.817,0.819,0.896,220656,trainingpeaks_virtual
spotify:track:5oTqyRhWdpD7q4PYkLlUQD,Always Remember Us This Way,DJ Tons,Always Remember Us This Way,,135.011,0.98,0.979,0.734,234981,mix_alegre
spotify:track:5WcPCjbZalLkmJduC6kIvO,Vivaldi,Timmy Trumpet;Mariana BO,Vivaldi,"melbourne bounce,big room",135.05,0.931,0.382,0.55,160222,trainingpeaks_virtual
spotify:track:3wSrPtJpnGaUC2hOmJy0BV,Beast (All as One),Dimitri Vegas & Like Mike;Ummet Ozcan;Brennan Heart;Dimitri Vegas,Beast (All as One),"big room,electrónica,edm,hardstyle,frenchcore,hardcore",135.24,0.985,0.393,0.333,189826,trainingpeaks_virtual
spotify:track:6Soku1wiB6mfcQp2s2W6a6,20th Century Boy,T. Rex,Tanx (Deluxe Edition),"glam rock,protopunk",135.3,0.948,0.722,0.434,221240,Pure_Rock_&_Roll
spotify:track:07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Fleetwood Mac,Rumours,"yacht rock,rock clásico,rock suave",135.448,0.947,0.803,0.583,223613,Rock_Classics
spotify:track:1sTsuZTdANkiFd7T34H3nb,Human,The Killers,Day & Age (Bonus Tracks),rock alternativo,135.47,0.8,0.582,0.557,245373,Mix_de_rock
spotify:track:1lqMLr9Wj7SM2F9AikGcxN,Hurricane,Bob Dylan,Desire,"folk rock,folk,cantautores,roots rock",135.601,0.827,0.743,0.509,512609,Rock_Classics
spotify:track:4e9hUiLsN4mx61ARosFi7p,The Spirit Of Radio,Rush,Permanent Waves,"rock progresivo,rock clásico,hard rock,rock,aor",135.811,0.924,0.632,0.365,296466,Rock_Classics
spotify:track:20j7B6mL9gnNvG3ic6Vwh5,Hate To Say I Told You So,The Hives,Veni Vidi Vicious,garage rock,135.826,0.931,0.419,0.459,200693,Pure_Rock_&_Roll
spotify:track:5oAyw9c4VvHaEdiAfLQobC,Blade,DJ Kuba;Neitan;Bounce Inc.,Blade,"big room,bass house,melbourne bounce",135.967,0.991,0.429,0.625,189926,trainingpeaks_virtual
spotify:track:623rRTKwGmgjH6sjE9uWLh,Scatman (ski-ba-bop-ba-dop-bop),Scatman John,Scatman's World,eurodance,135.982,0.82,0.757,0.65,215973,Cycling_Energy_Mix
spotify:track:5xhnlgHMaNzZD3UX9sZ4Zv,Baby Boy,Me & My,Me & My,"eurodance,europop",135.99,0.692,0.954,0.756,207000,Cycling_Energy_Mix
spotify:track:4c5dHcZ79J0bASxB7LenyG,Cathedral,DJ Kuba;Neitan;DJ Terry,Cathedral,"big room,bass house",135.995,0.973,0.269,0.774,193235,trainingpeaks_virtual
spotify:track:5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,"post-grunge,rock,rock alternativo,grunge",135.997,0.919,0.537,0.465,235293,Rock_Classics
spotify:track:2bPH3Ph0RHQuugStXcpyRP,Cuando Tú Vas,Chenoa,Chenoa,,136.035,0.837,0.665,0.7,198133,"Pachangueo_80,_90_y_00"
spotify:track:3dxDj8pDPlIHCIrUPXuCeG,Sandstorm,Darude,Before the Storm,eurodance,136.083,0.967,0.59,0.532,225666,Cycling_Energy_Mix
spotify:track:3Af6XfS90PAZaC4Q2AjPtg,Uno más uno son 7,Fran Perea,La Chica de la habitacion de al lado,,136.107,0.969,0.869,0.644,180040,"Pachangueo_80,_90_y_00"
spotify:track:62yJjFtgkhUrXktIoSjgP2,Radioactive,Imagine Dragons,Night Visions,,136.239,0.784,0.237,0.448,186813,Radio_Imagine_Dragons
spotify:track:5c9URmh04PENMHMkNJu4iM,Te perdí - con Belén Arjona,Iguana Tango,En vivo... y coleando,tango,136.247,0.721,0.487,0.632,243960,"Pachangueo_80,_90_y_00"
spotify:track:0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,U2,All That You Can't Leave Behind,rock,136.258,0.928,0.389,0.536,248400,Mix_de_rock
spotify:track:684oh18gBA2WtbQ6nK0tEw,Desátame,Monica Naranjo,Renaissance (Boxset),pop latino,136.269,0.961,0.624,0.538,287653,"Pachangueo_80,_90_y_00"
spotify:track:2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono,The Rolling Stones,Out Of Our Heads,"rock clásico,rock",136.302,0.863,0.931,0.723,222813,Rock_Classics
spotify:track:1mfV2kv9RwFKVI8kEQlmOJ,All Day and All of the Night,The Kinks,Kinks (Deluxe Edition),"protopunk,pop barroco",136.345,0.915,0.71,0.563,142226,Rock_Classics
spotify:track:3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,,136.576,0.532,0.342,0.601,281613,Rock_Classics
spotify:track:0TSg5Qougjg2EiwPgdnfjm,Carillon - Radio Mix,Magic Box,Magic Box (Essential Tunes),"italo dance,eurodance",136.812,0.934,0.952,0.751,207528,Mix_de_Gigi_D'Agostino
spotify:track:28EeESfx2ZLY57yUgi3f2T,Carillon - Radio Mix,Magic Box,Carillon,"italo dance,eurodance",136.815,0.932,0.954,0.751,210066,trainingpeaks_virtual
spotify:track:5XVjNRubJUW0iPhhSWpLCj,Better Off Alone,Alice Deejay,Who Needs Guitars Anyway?,"eurodance,europop",136.955,0.882,0.787,0.671,214883,Cycling_Energy_Mix
spotify:track:0lIjQwrL3MMKeIQUAOUYVC,Desert of Love,Molella,Made in Italy,"italo dance,eurodance",136.987,0.93,0.375,0.692,260728,trainingpeaks_virtual
spotify:track:61qJpvYLPGMO0qpko0yflD,Secret,Crispy,The Game,"europop,eurodance,bubblegum pop",136.989,0.977,0.965,0.698,219266,Cycling_Energy_Mix
spotify:track:6zW1hkLt5Yw4aWRDAOsDwU,Time To Rock - Roberto Molinaro Radio Mix,Gabry Ponte;Roberto Molinaro,Gabry Ponte,"italo dance,slap house,acid techno,techno,hard techno",137.002,0.814,0.977,0.898,214798,trainingpeaks_virtual
spotify:track:4wtR6HB3XekEengMX17cpc,Children,Robert Miles,Children (Dance Vault Mixes),"trance,eurodance",137.064,0.755,0.387,0.604,243266,Mix_de_Gigi_D'Agostino
spotify:track:4KfSdst7rW39C0sfhArdrz,Barracuda,Heart,Little Queen,"rock clásico,aor,rock",137.145,0.691,0.667,0.548,261495,Pure_Rock_&_Roll
spotify:track:6tZdL3Zp8JgrfDbsSeSV1S,You Really Got Me,The Kinks,Kinks (Deluxe Edition),"protopunk,pop barroco",137.377,0.959,0.961,0.567,133933,Pure_Rock_&_Roll
spotify:track:2TxCwUlqaOH3TIyJqGgR91,Mamma Mia,ABBA,Abba,,137.547,0.748,0.827,0.749,213266,Radio_Black_or_White
spotify:track:7ACxUo21jtTHzy7ZEV56vU,Crazy Train,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),"metal,glam metal,heavy metal,hard rock",137.688,0.913,0.521,0.454,293183,Pure_Rock_&_Roll
spotify:track:1Lm6B6aXsBhcsxrimyhkJb,Crazy Train,Ozzy Osbourne,The Essential Ozzy Osbourne,"metal,glam metal,heavy metal,hard rock",137.72,0.903,0.471,0.455,292710,Rock_Classics
spotify:track:31nfdEooLEq7dn3UMcIeB5,Vois sur ton chemin - Techno Mix,BENNETT,Vois sur ton chemin (Techno Mix),"hipertechno,techno",137.959,0.824,0.371,0.634,178156,Mix_de_Gigi_D'Agostino
spotify:track:58yS6qUTvPqMZ4nXjMcwP3,Shut Up (And Sleep With Me) (Airplay Mix),Sin With Sebastian,Golden Boy,eurodance,137.977,0.748,0.732,0.638,223533,Cycling_Energy_Mix
spotify:track:7uuo02BIR76qZ6ZXQhz7Ys,Played-A-Live (The Bongo Song),Safri Duo,Episode ll,clásica electrónica,137.997,0.97,0.202,0.634,405693,Mix_de_Gigi_D'Agostino
spotify:track:1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,,138.015,0.617,0.417,0.486,242373,Radio_Imagine_Dragons
spotify:track:4ClrxCunp65JdTQrhvsksy,Bumble Bee,Bambee,On Ice,"europop,eurodance,nightcore",138.028,0.991,0.973,0.635,196906,Cycling_Energy_Mix
spotify:track:1UTXQrmAL4oladIwc1PWSh,Metaphor,Alok;Timmy Trumpet,Metaphor,"graves brasileños,electrónica,slap house,electro house,melbourne bounce,big room",138.03,0.951,0.267,0.567,202000,Cycling_Energy_Mix
spotify:track:2VkjEGHvMuUkl16Prd48ve,Hero,Miss Papaya,Pink,"europop,eurodance",138.03,0.943,0.978,0.8,214626,Cycling_Energy_Mix
spotify:track:6KO6h6EhYk17gl2HKJ15Mm,Trust Me,Pandora,Trust Me,"eurodance,europop",138.112,0.971,0.627,0.66,206200,Cycling_Energy_Mix
spotify:track:0upLyFR8Rr52ZpMp5esQoq,You Really Got Me - 2015 Remaster,Van Halen,Van Halen (Remastered),"glam metal,rock clásico,rock,hard rock",138.18,0.946,0.647,0.454,156146,Rock_Classics
spotify:track:3NlUb0YFzQ7GWVInW8lwR4,Megamix - Short Version,Ice Mc,Take Away the Colour '95 Reconstruction,eurodance,138.268,0.893,0.881,0.75,254906,Cycling_Energy_Mix
spotify:track:1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,American Pie,,138.453,0.482,0.492,0.529,516893,Rock_Classics
spotify:track:5N6M8yDiMV32T6Rkzh8EbW,"Boom, Boom, Boom, Boom!!",Vengaboys,The Party Album!,"eurodance,europop",138.489,0.948,0.968,0.801,202583,Cycling_Energy_Mix
spotify:track:5J2CHimS7dWYMImCHkEFaJ,A Hard Day's Night - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),"rock clásico,rock psicodélico",138.514,0.805,0.797,0.59,154200,Pure_Rock_&_Roll
spotify:track:3BovdzfaX4jb5KFQwoPfAw,Beat It,Michael Jackson,Thriller,,138.728,0.711,0.901,0.776,258296,Mix_de_rock
spotify:track:1JcGNoiwifg0MdJMVgJQYx,Get Free,The Vines,Highly Evolved,garage rock,138.802,0.978,0.602,0.5,126573,Pure_Rock_&_Roll
spotify:track:1J5XEPamp7iQaCU0aFuMnd,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,Distant Light (Expanded Edition),,138.918,0.868,0.815,0.757,199200,Rock_Classics
spotify:track:1LuW4h5s9ZumBbMh7qhDDj,Una Foto en Blanco y Negro,El Canto Del Loco,Estados de Animo,,139.008,0.875,0.675,0.545,209893,"Pachangueo_80,_90_y_00"
spotify:track:13i5XpzqdQ5KTIKatuIVoa,The Sailor Song,Toy-Box,FanTastic,"europop,eurodance",139.028,0.999,0.89,0.624,185266,Cycling_Energy_Mix
spotify:track:52LJ3hyknOijCrE5gCD0rE,L'Amour Toujours,Gigi D'Agostino,L'Amour Toujours,"italo dance,eurodance",139.052,0.877,0.743,0.638,242053,Mix_de_Gigi_D'Agostino
spotify:track:0FkLMOUTkSTPSAYkIXQ579,L'amour Toujours (Small Mix),Gigi D'Agostino,L'Amour Toujour,"italo dance,eurodance",139.053,0.878,0.742,0.637,242053,trainingpeaks_virtual
spotify:track:0GONea6G2XdnHWjNZd6zt3,Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),,139.13,0.834,0.774,0.509,216053,Mix_de_rock
spotify:track:0S3gpZzlT9Hb7CCSV2owX7,"Mama, I'm Coming Home",Ozzy Osbourne,No More Tears (Expanded Edition),"metal,glam metal,heavy metal,hard rock",139.352,0.656,0.242,0.282,251869,Rock_Classics
spotify:track:3qLZ866ZfaK0B0R5FIqXLG,She Sells Sanctuary,The Cult,Love,"hard rock,glam metal,rock gótico",139.46,0.765,0.419,0.55,252533,Rock_Classics
spotify:track:4vO9dmzNRqDhFY3jD1a3P7,Mississippi Queen,Mountain,Climbing!,"rock clásico,blues rock,rock sureño",139.714,0.624,0.637,0.581,151293,Rock_Classics
spotify:track:3G0VnuTzNNJBIHvJqeTlGv,Max Don't Have Sex with Your Ex,E-Rotic,Sex Affairs,"eurodance,europop",139.878,0.993,0.606,0.566,210066,Cycling_Energy_Mix
spotify:track:69akic9gR26niltxBY8pFm,Axel F (Take It To The Floor) (with Gabry Ponte),W&W;VINAI;Gabry Ponte,Axel F (Take It To The Floor) (with Gabry Ponte),"big room,edm,melbourne bounce,slap house,italo dance",139.916,0.968,0.41,0.601,139285,Cycling_Energy_Mix
spotify:track:6l514NhnJZJgHgYFeimsWs,T.N.T. - Techno Remix,Nic Johnston,T.N.T. (Techno Remix),"hipertechno,techno",139.978,0.858,0.305,0.755,137473,trainingpeaks_virtual
spotify:track:3tNMdL4qjzNHfo7rlVMESK,HONEY (ARE U COMING?),Måneskin,HONEY (ARE U COMING?),,139.987,0.94,0.372,0.476,167276,Pure_Rock_&_Roll
spotify:track:60PzyOeI1kdiLHfERLUzT1,When We Were Young (The Logical Song),David Guetta;Kim Petras,When We Were Young (The Logical Song) [BENNETT Remix],edm,139.989,0.914,0.502,0.657,147432,trainingpeaks_virtual
spotify:track:5i0D0ueEyBufRsruePeCpg,La Danza Delle Streghe - Corto Mix,Gabry Ponte,Dottor Jekyll & Mister Dj,"italo dance,slap house",140.002,0.893,0.632,0.663,291693,trainingpeaks_virtual
spotify:track:4xYQVaR2wQoS6xz0SSa5Ys,Something,Lasgo,Some Things (Deluxe),eurodance,140.012,0.981,0.379,0.644,220973,Mix_de_Gigi_D'Agostino
spotify:track:2AeZKalqK8SYHE3AE3KOKP,Lollipop,FOVOS,Lollipop,"techno,hard techno",140.028,0.664,0.085,0.874,144000,trainingpeaks_virtual
spotify:track:6HjtZWIo0bh0KLD8Tq4ujR,DotA - Radio Edit,Basshunter,LOL (2008 yellow bonus version/no videos_France),"eurodance,europop",140.047,0.962,0.532,0.46,200560,Mix_de_Gigi_D'Agostino
spotify:track:3439OLNIeD3y68kVuoZUO5,"Girls, Girls, Girls",Mötley Crüe,"Girls, Girls, Girls (Deluxe Version)","glam metal,glam rock,hard rock",140.098,0.922,0.514,0.599,270533,Rock_Classics
spotify:track:2RChe0r2cMoyOvuKobZy44,Always,Bon Jovi,Cross Road,glam metal,140.795,0.659,0.326,0.384,353026,Mix_de_rock
spotify:track:7LbOQt7isddrw3Bs3Czl7E,It's Still Rock and Roll to Me,Billy Joel,The Essential Billy Joel,rock suave,140.804,0.657,0.589,0.742,177597,Pure_Rock_&_Roll
spotify:track:28WmNsclKsrVmdv3tDmoYU,Seek & Destroy - Remastered,Metallica,Kill 'Em All (Remastered),"metal,thrash metal,rock,heavy metal,hard rock",140.817,0.964,0.448,0.445,414720,Rock_Classics
spotify:track:6KwgfZhSWwrjDriUVNjVpI,Void,Alan Walker;Sorana,Void,,140.89,0.748,0.39,0.6,191861,This_Is_Alan_Walker
spotify:track:0wOfbpwLdSLoWAkUYLH8ur,Last Song (feat. Faouzia),Alan Walker;Faouzia,Walkerworld 2.0,,141.04,0.702,0.398,0.577,153207,This_Is_Alan_Walker
spotify:track:7voHUmPNDuYZ1SW1mwRu26,No Limit,2 Unlimited,No Limits,"eurodance,hip house",141.047,0.985,0.757,0.65,224220,Cycling_Energy_Mix
spotify:track:05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,Van Halen,1984 (Remastered),"glam metal,rock clásico,rock,hard rock",141.167,0.978,0.451,0.526,210226,Pure_Rock_&_Roll
spotify:track:6enKadRri39CNEK6XymArK,Cannonball - Will Sparks Remix,Showtek;Justin Prime;Will Sparks,360 Yellow (Deluxe Version),"hardstyle,big room,electrónica,edm,melbourne bounce,techno",141.212,0.962,0.0463,0.34,243529,Cycling_Energy_Mix
spotify:track:5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,Agents Of Fortune,"rock clásico,hard rock",141.466,0.927,0.385,0.333,308123,Pure_Rock_&_Roll
spotify:track:67aNGns9ZH1jm6nruyzBGU,Lullaby,BENNETT,Lullaby,"hipertechno,techno",141.995,0.805,0.489,0.738,187394,trainingpeaks_virtual
spotify:track:6QAsrXPnMSXIbV0yEJHlEX,Nothing Else Matters - Remastered 2021,Metallica,Metallica (Remastered Deluxe Box Set),"metal,thrash metal,rock,heavy metal,hard rock",142.372,0.395,0.182,0.548,388733,Mix_de_rock
spotify:track:7mKy65CyVCmawYMw3JJGPQ,"Me, Myself and The Night",Alan Walker,"Me, Myself and The Night",,142.927,0.814,0.209,0.682,251748,This_Is_Alan_Walker
spotify:track:7bG4SwxrvIkngTb3xXhPZD,N.E.D.,Thunderpussy,N.E.D.,,143.594,0.903,0.385,0.286,205786,Pure_Rock_&_Roll
spotify:track:5t1wMjV9ldVDdYs4l7mG2g,Opalite - Ely Oaks Remix,Taylor Swift;Ely Oaks,Opalite (Ely Oaks Remix),hipertechno,143.983,0.871,0.438,0.587,206245,Cycling_Energy_Mix
spotify:track:3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,,143.994,0.698,0.867,0.726,233478,Radio_Black_or_White
spotify:track:49i1exiswOfRldfwqd6pzE,Sexy Chick,SP3CTRUM;MOHA,Sexy Chick,"hipertechno,melbourne bounce,techno",144.02,0.876,0.237,0.761,167642,Cycling_Energy_Mix
spotify:track:5OJbTix8eJQuZhIUJK8EDW,Eins Zwei Polizei,Mo-Do,Was Ist Das?,"eurodance,europop",144.885,0.946,0.983,0.712,313426,Cycling_Energy_Mix
spotify:track:2PTvik6EqPAIYOclAB3SU8,All I Ever Wanted - Radio Edit,Basshunter,Now You're Gone - The Album,"eurodance,europop",144.954,0.984,0.553,0.645,176453,Mix_de_Gigi_D'Agostino
spotify:track:5etzAOP8g4cLJmhh97eRk8,En las encías,Marea,En las encías,,144.963,0.876,0.749,0.542,271743,"Pachangueo_80,_90_y_00"
spotify:track:1Buwv1iql0YsxftE5LHIgq,Rock And Roll All Nite - 2025 Remaster,KISS,Dressed To Kill (2025 Remaster),"glam rock,glam metal,hard rock,rock,rock clásico",144.988,0.863,0.925,0.647,167790,Rock_Classics
spotify:track:18rHGxr6QDiPieSTo7cUGL,Everytime We Touch - Hardwell & Maurice West Remix,Cascada;Maurice West,Everytime We Touch (Hardwell & Maurice West Remix),"europop,eurodance,big room",144.996,0.848,0.286,0.554,216441,Cycling_Energy_Mix
spotify:track:7b5FO1uKhuJE0ZUJPKLWtI,We Can't Stop,AFROJACK;Timmy Trumpet;Lil Jon,We Can't Stop,"edm,big room,melbourne bounce,crunk",145.031,0.984,0.0766,0.702,122200,Cycling_Energy_Mix
spotify:track:3vV3cr2TpPqFk07zxYUbla,Cum on Feel the Noize,Quiet Riot,Metal Health,"glam metal,hard rock,glam rock",145.085,0.92,0.37,0.409,290960,Pure_Rock_&_Roll
spotify:track:3lN8PP6R2IxbLP05QpYXng,Born To Be Wild - Single Version,Steppenwolf,Steppenwolf,"rock clásico,rock ácido",145.703,0.734,0.54,0.439,212893,Pure_Rock_&_Roll
spotify:track:22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),Macklemore;Ryan Lewis;Macklemore & Ryan Lewis;Ray Dalton,The Heist,,146.097,0.927,0.88,0.633,258431,Radio_Imagine_Dragons
spotify:track:6hTcuIQa0sxrrByu9wTD7s,Born to Run,Bruce Springsteen,Born To Run,,146.347,0.944,0.606,0.27,269932,Pure_Rock_&_Roll
spotify:track:6PKxJG1HapLGNqaKoRaIq4,Paralyzed,Lenny Kravitz,Paralyzed,,146.762,0.735,0.392,0.3,268421,Pure_Rock_&_Roll
spotify:track:2ZSOU8Fx9uRBW57nwfPVAL,Your Favorite Toy,Foo Fighters,Your Favorite Toy,"post-grunge,rock,rock alternativo,grunge",146.803,0.92,0.241,0.3,176453,Pure_Rock_&_Roll
spotify:track:1ksVGMm8GlcSWFie5mYPcI,Mercy Mercy,The Glorious Sons,Mercy Mercy,,147.001,0.885,0.786,0.616,178880,Pure_Rock_&_Roll
spotify:track:40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,Hotel California (2013 Remaster),"rock clásico,yacht rock,rock suave",147.125,0.508,0.609,0.579,391376,Rock_Classics
spotify:track:1gzIbdFnGJ226LTl0Cn2SX,White Wedding - Pt. 1,Billy Idol,Billy Idol,,147.193,0.814,0.728,0.673,252200,Rock_Classics
spotify:track:1HOMkjp0nHMaTnfAkslCQj,My Sharona,The Knack,Get The Knack,power pop,147.245,0.7,0.897,0.586,295400,Rock_Classics
spotify:track:2le9fblYnfoLr9dkZIsJUa,"Baby, I Love Your Way",Big Mountain,Unity,reggae,147.518,0.747,0.776,0.651,249520,Radio_Black_or_White
spotify:track:3Dy4REq8O09IlgiwuHQ3sk,Waterloo,ABBA,Waterloo,,147.604,0.949,0.653,0.445,168960,Radio_Black_or_White
spotify:track:78FJd3BMjDQCA1Hh2QfKqS,Voy a pasármelo bien,Hombres G,Voy A Pasarmelo Bien,"rock en español,rock latino,rock mexicano",147.947,0.848,0.826,0.669,235080,"Pachangueo_80,_90_y_00"
spotify:track:78DVpEWwmJFC25KGz8fJuE,Clavado en Un Bar,Maná,Sueños Líquidos,"rock en español,rock latino,rock mexicano,pop latino",148.003,0.854,0.564,0.634,310813,"Pachangueo_80,_90_y_00"
spotify:track:003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,Hot Fuss,rock alternativo,148.033,0.911,0.236,0.352,222973,Rock_Classics
spotify:track:6txWz9UapYHVxEd7dDIHXT,No Rain,Blind Melon,Blind Melon,grunge,148.117,0.476,0.566,0.389,217106,Rock_Classics
spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,Sultans Of Swing,Dire Straits,Dire Straits,rock clásico,148.174,0.794,0.931,0.733,348400,Mix_de_rock
spotify:track:6RuNa2kdO6HFq7QznOfl7C,Meeting The Master,Greta Van Fleet,Meeting The Master,rock,148.466,0.652,0.102,0.212,312200,Pure_Rock_&_Roll
